poem_slug,author_name,poem_title,poem_link,line_index,line_text,correct_last_word,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,no_choices,target_pos
paul-laurence-dunbar-we-wear-the-mask,Paul Laurence Dunbar,We Wear the Mask,https://www.poetryfoundation.org/poems/44203/we-wear-the-mask,2,This debt we pay to human guile;,guile;,pile;,guile;,aisle;,vile;,file;,tile;,False,NOUN
paul-laurence-dunbar-we-wear-the-mask,Paul Laurence Dunbar,We Wear the Mask,https://www.poetryfoundation.org/poems/44203/we-wear-the-mask,3,"With torn and bleeding hearts we smile,","smile,",,,,,,,True,VERB
paul-laurence-dunbar-we-wear-the-mask,Paul Laurence Dunbar,We Wear the Mask,https://www.poetryfoundation.org/poems/44203/we-wear-the-mask,4,And mouth with myriad subtleties.,subtleties.,,,,,,,True,NOUN
paul-laurence-dunbar-we-wear-the-mask,Paul Laurence Dunbar,We Wear the Mask,https://www.poetryfoundation.org/poems/44203/we-wear-the-mask,5,"Why should the world be over-wise,","over-wise,",,,,,,,True,NOUN
paul-laurence-dunbar-we-wear-the-mask,Paul Laurence Dunbar,We Wear the Mask,https://www.poetryfoundation.org/poems/44203/we-wear-the-mask,6,In counting all our tears and sighs?,sighs?,prize?,sighs?,rise?,tries?,ties?,cries?,False,NOUN
paul-laurence-dunbar-we-wear-the-mask,Paul Laurence Dunbar,We Wear the Mask,https://www.poetryfoundation.org/poems/44203/we-wear-the-mask,7,"Nay, let them only see us, while",while,,,,,,,True,OTHER
paul-laurence-dunbar-we-wear-the-mask,Paul Laurence Dunbar,We Wear the Mask,https://www.poetryfoundation.org/poems/44203/we-wear-the-mask,8,       We wear the mask.,mask.,mask.,ask.,flask.,task.,,,False,NOUN
percy-shelley-ozymandias,Percy Shelley,Ozymandias,https://www.poetryfoundation.org/poems/46565/ozymandias,0,"I met a traveller from an antique land,","land,","brand,","land,","band,","strand,","gland,",,False,NOUN
percy-shelley-ozymandias,Percy Shelley,Ozymandias,https://www.poetryfoundation.org/poems/46565/ozymandias,1,Who said—“Two vast and trunkless legs of stone,stone,zone,stone,joan,tone,bone,grown,False,NOUN
percy-shelley-ozymandias,Percy Shelley,Ozymandias,https://www.poetryfoundation.org/poems/46565/ozymandias,2,"Stand in the desert. . . . Near them, on the sand,","sand,","sand,","gland,","band,","strand,","brand,",,False,NOUN
percy-shelley-ozymandias,Percy Shelley,Ozymandias,https://www.poetryfoundation.org/poems/46565/ozymandias,3,"Half sunk a shattered visage lies, whose frown,","frown,",,,,,,,True,ADJ
percy-shelley-ozymandias,Percy Shelley,Ozymandias,https://www.poetryfoundation.org/poems/46565/ozymandias,4,"And wrinkled lip, and sneer of cold command,","command,","demand,","command,","expand,",,,,False,NOUN
percy-shelley-ozymandias,Percy Shelley,Ozymandias,https://www.poetryfoundation.org/poems/46565/ozymandias,5,Tell that its sculptor well those passions read,read,shed,read,fled,fred,ted,sped,False,VERB
percy-shelley-ozymandias,Percy Shelley,Ozymandias,https://www.poetryfoundation.org/poems/46565/ozymandias,6,"Which yet survive, stamped on these lifeless things,","things,","brings,","things,","sings,","king's,","springs,",,False,NOUN
percy-shelley-ozymandias,Percy Shelley,Ozymandias,https://www.poetryfoundation.org/poems/46565/ozymandias,7,"The hand that mocked them, and the heart that fed;",fed;,led;,sped;,ted;,fred;,fed;,fled;,False,VERB
percy-shelley-ozymandias,Percy Shelley,Ozymandias,https://www.poetryfoundation.org/poems/46565/ozymandias,8,"And on the pedestal, these words appear:",appear:,,,,,,,True,VERB
percy-shelley-ozymandias,Percy Shelley,Ozymandias,https://www.poetryfoundation.org/poems/46565/ozymandias,9,"My name is Ozymandias, King of Kings;",Kings;,Kings;,King'S;,Sings;,Springs;,Rings;,,False,NOUN
percy-shelley-ozymandias,Percy Shelley,Ozymandias,https://www.poetryfoundation.org/poems/46565/ozymandias,10,"Look on my Works, ye Mighty, and despair!",despair!,unfair!,prepare!,affair!,declare!,despair!,,False,NOUN
robert-browning-my-last-duchess,Robert Browning,My Last Duchess,https://www.poetryfoundation.org/poems/43768/my-last-duchess,0,"That’s my last Duchess painted on the wall,","wall,","haul,","wall,","squall,","paul,","ball,","rall,",False,NOUN
robert-browning-my-last-duchess,Robert Browning,My Last Duchess,https://www.poetryfoundation.org/poems/43768/my-last-duchess,1,Looking as if she were alive. I call,call,,,,,,,True,VERB
robert-browning-my-last-duchess,Robert Browning,My Last Duchess,https://www.poetryfoundation.org/poems/43768/my-last-duchess,2,"That piece a wonder, now; Fra Pandolf’s hands",hands,bands,glands,sands,hands,lands,,False,NOUN
robert-browning-my-last-duchess,Robert Browning,My Last Duchess,https://www.poetryfoundation.org/poems/43768/my-last-duchess,3,"Worked busily a day, and there she stands.",stands.,,,,,,,True,VERB
robert-browning-my-last-duchess,Robert Browning,My Last Duchess,https://www.poetryfoundation.org/poems/43768/my-last-duchess,4,Will’t please you sit and look at her? I said,said,fled,said,fred,ted,led,sped,False,VERB
robert-browning-my-last-duchess,Robert Browning,My Last Duchess,https://www.poetryfoundation.org/poems/43768/my-last-duchess,5,"“Fra Pandolf” by design, for never read",read,fred,led,fled,read,shed,ted,False,VERB
robert-browning-my-last-duchess,Robert Browning,My Last Duchess,https://www.poetryfoundation.org/poems/43768/my-last-duchess,6,"Strangers like you that pictured countenance,","countenance,",,,,,,,True,NOUN
robert-browning-my-last-duchess,Robert Browning,My Last Duchess,https://www.poetryfoundation.org/poems/43768/my-last-duchess,7,"The depth and passion of its earnest glance,","glance,","chance,","glance,","dance,","stance,","france,",,False,NOUN
robert-browning-my-last-duchess,Robert Browning,My Last Duchess,https://www.poetryfoundation.org/poems/43768/my-last-duchess,8,But to myself they turned (since none puts by,by,by,why,,,,,False,OTHER
robert-browning-my-last-duchess,Robert Browning,My Last Duchess,https://www.poetryfoundation.org/poems/43768/my-last-duchess,9,"The curtain I have drawn for you, but I)",I),Why),I),,,,,False,OTHER
robert-frost-stopping-by-woods-on-a-snowy-evening,Robert Frost,Stopping By Woods on a Snowy Evening,https://www.poetryfoundation.org/poems/42891/stopping-by-woods-on-a-snowy-evening,0,He gives his harness bells a shake,shake,sake,shake,lake,jake,wake,cake,False,NOUN
robert-frost-stopping-by-woods-on-a-snowy-evening,Robert Frost,Stopping By Woods on a Snowy Evening,https://www.poetryfoundation.org/poems/42891/stopping-by-woods-on-a-snowy-evening,1,To ask if there is some mistake.,mistake.,opaque.,mistake.,awake.,,,,False,NOUN
robert-frost-stopping-by-woods-on-a-snowy-evening,Robert Frost,Stopping By Woods on a Snowy Evening,https://www.poetryfoundation.org/poems/42891/stopping-by-woods-on-a-snowy-evening,2,The only other sound's the sweep,sweep,jeep,sweep,steep,heap,creep,cheap,False,NOUN
robert-frost-stopping-by-woods-on-a-snowy-evening,Robert Frost,Stopping By Woods on a Snowy Evening,https://www.poetryfoundation.org/poems/42891/stopping-by-woods-on-a-snowy-evening,3,Of easy wind and downy flake.,flake.,steak.,blake.,flake.,wake.,sake.,snake.,False,NOUN
robert-frost-stopping-by-woods-on-a-snowy-evening,Robert Frost,Stopping By Woods on a Snowy Evening,https://www.poetryfoundation.org/poems/42891/stopping-by-woods-on-a-snowy-evening,4,"The woods are lovely, dark and deep.",deep.,,,,,,,True,ADJ
robert-frost-stopping-by-woods-on-a-snowy-evening,Robert Frost,Stopping By Woods on a Snowy Evening,https://www.poetryfoundation.org/poems/42891/stopping-by-woods-on-a-snowy-evening,5,"But I have promises to keep,","keep,",,,,,,,True,VERB
robert-frost-stopping-by-woods-on-a-snowy-evening,Robert Frost,Stopping By Woods on a Snowy Evening,https://www.poetryfoundation.org/poems/42891/stopping-by-woods-on-a-snowy-evening,6,"And miles to go before I sleep,","sleep,",,,,,,,True,VERB
robert-frost-stopping-by-woods-on-a-snowy-evening,Robert Frost,Stopping By Woods on a Snowy Evening,https://www.poetryfoundation.org/poems/42891/stopping-by-woods-on-a-snowy-evening,7,And miles to go before I sleep.,sleep.,,,,,,,True,VERB
robert-frost-mending-wall,Robert Frost,Mending Wall,https://www.poetryfoundation.org/poems/44266/mending-wall,0,He is all pine and I am apple orchard.,orchard.,,,,,,,True,NOUN
robert-frost-mending-wall,Robert Frost,Mending Wall,https://www.poetryfoundation.org/poems/44266/mending-wall,1,My apple trees will never get across,across,,,,,,,True,OTHER
robert-frost-mending-wall,Robert Frost,Mending Wall,https://www.poetryfoundation.org/poems/44266/mending-wall,2,"And eat the cones under his pines, I tell him.",him.,,,,,,,True,OTHER
robert-frost-mending-wall,Robert Frost,Mending Wall,https://www.poetryfoundation.org/poems/44266/mending-wall,3,"He only says, ‘Good fences make good neighbors.’",neighbors.’,,,,,,,True,NOUN
robert-frost-mending-wall,Robert Frost,Mending Wall,https://www.poetryfoundation.org/poems/44266/mending-wall,4,"Spring is the mischief in me, and I wonder",wonder,,,,,,,True,VERB
robert-frost-mending-wall,Robert Frost,Mending Wall,https://www.poetryfoundation.org/poems/44266/mending-wall,5,If I could put a notion in his head:,head:,read:,head:,spread:,bread:,jed:,lead:,False,NOUN
robert-frost-mending-wall,Robert Frost,Mending Wall,https://www.poetryfoundation.org/poems/44266/mending-wall,6,‘Why do they make good neighbors? Isn’t it,it,,,,,,,True,OTHER
robert-frost-mending-wall,Robert Frost,Mending Wall,https://www.poetryfoundation.org/poems/44266/mending-wall,7,Where there are cows? But here there are no cows.,cows.,cows.,how's.,vows.,brows.,,,False,NOUN
robert-frost-the-road-not-taken,Robert Frost,The Road Not Taken,https://www.poetryfoundation.org/poems/44272/the-road-not-taken,0,"Yet knowing how way leads on to way,","way,","kay,","pray,","way,","shea,","clay,","bay,",False,NOUN
robert-frost-the-road-not-taken,Robert Frost,The Road Not Taken,https://www.poetryfoundation.org/poems/44272/the-road-not-taken,1,I doubted if I should ever come back.,back.,,,,,,,True,ADV
robert-frost-the-road-not-taken,Robert Frost,The Road Not Taken,https://www.poetryfoundation.org/poems/44272/the-road-not-taken,2,I shall be telling this with a sigh,sigh,eye,lie,cry,thigh,wry,sigh,False,NOUN
robert-frost-the-road-not-taken,Robert Frost,The Road Not Taken,https://www.poetryfoundation.org/poems/44272/the-road-not-taken,3,Somewhere ages and ages hence:,hence:,hence:,fence:,thence:,tense:,sense:,cents:,False,NOUN
robert-frost-the-road-not-taken,Robert Frost,The Road Not Taken,https://www.poetryfoundation.org/poems/44272/the-road-not-taken,4,"Two roads diverged in a wood, and I—",I—,I—,Why—,,,,,False,OTHER
robert-frost-the-road-not-taken,Robert Frost,The Road Not Taken,https://www.poetryfoundation.org/poems/44272/the-road-not-taken,5,"I took the one less traveled by,","by,","why,","by,",,,,,False,OTHER
robert-frost-the-road-not-taken,Robert Frost,The Road Not Taken,https://www.poetryfoundation.org/poems/44272/the-road-not-taken,6,And that has made all the difference.,difference.,,,,,,,True,NOUN
samuel-taylor-coleridge-kubla-khan,Samuel Taylor Coleridge,Kubla Khan,https://www.poetryfoundation.org/poems/43991/kubla-khan,0,In Xanadu did Kubla Khan,Khan,Non,Won,Bonn,Con,Khan,Han,False,NOUN
samuel-taylor-coleridge-kubla-khan,Samuel Taylor Coleridge,Kubla Khan,https://www.poetryfoundation.org/poems/43991/kubla-khan,1,A stately pleasure-dome decree:,decree:,agree:,decree:,henri:,rupee:,degree:,,False,NOUN
samuel-taylor-coleridge-kubla-khan,Samuel Taylor Coleridge,Kubla Khan,https://www.poetryfoundation.org/poems/43991/kubla-khan,2,"Where Alph, the sacred river, ran",ran,,,,,,,True,VERB
samuel-taylor-coleridge-kubla-khan,Samuel Taylor Coleridge,Kubla Khan,https://www.poetryfoundation.org/poems/43991/kubla-khan,3,Through caverns measureless to man,man,ban,tan,fan,pan,man,gran,False,NOUN
samuel-taylor-coleridge-kubla-khan,Samuel Taylor Coleridge,Kubla Khan,https://www.poetryfoundation.org/poems/43991/kubla-khan,4,   Down to a sunless sea.,sea.,ski.,mee.,bee.,key.,plea.,sea.,False,NOUN
samuel-taylor-coleridge-kubla-khan,Samuel Taylor Coleridge,Kubla Khan,https://www.poetryfoundation.org/poems/43991/kubla-khan,5,So twice five miles of fertile ground,ground,wound,hound,bound,mound,found,ground,False,NOUN
samuel-taylor-coleridge-kubla-khan,Samuel Taylor Coleridge,Kubla Khan,https://www.poetryfoundation.org/poems/43991/kubla-khan,6,With walls and towers were girdled round;,round;,hound;,sound;,found;,mound;,round;,bound;,False,NOUN
samuel-taylor-coleridge-kubla-khan,Samuel Taylor Coleridge,Kubla Khan,https://www.poetryfoundation.org/poems/43991/kubla-khan,7,"And there were gardens bright with sinuous rills,","rills,",,,,,,,True,NOUN
samuel-taylor-coleridge-kubla-khan,Samuel Taylor Coleridge,Kubla Khan,https://www.poetryfoundation.org/poems/43991/kubla-khan,8,Where blossomed many an incense-bearing tree;,tree;,knee;,mee;,bee;,key;,plea;,tree;,False,NOUN
samuel-taylor-coleridge-the-rime-of-the-ancient-mariner,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,https://www.poetryfoundation.org/poems/43997/the-rime-of-the-ancient-mariner-text-of-1834,0,"Water, water, every where,","where,","where,","their,",,,,,False,OTHER
samuel-taylor-coleridge-the-rime-of-the-ancient-mariner,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,https://www.poetryfoundation.org/poems/43997/the-rime-of-the-ancient-mariner-text-of-1834,1,And all the boards did shrink;,shrink;,,,,,,,True,VERB
samuel-taylor-coleridge-the-rime-of-the-ancient-mariner,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,https://www.poetryfoundation.org/poems/43997/the-rime-of-the-ancient-mariner-text-of-1834,2,"Water, water, every where,","where,","where,","their,",,,,,False,OTHER
samuel-taylor-coleridge-the-rime-of-the-ancient-mariner,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,https://www.poetryfoundation.org/poems/43997/the-rime-of-the-ancient-mariner-text-of-1834,3,Nor any drop to drink.,drink.,,,,,,,True,VERB
samuel-taylor-coleridge-the-rime-of-the-ancient-mariner,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,https://www.poetryfoundation.org/poems/43997/the-rime-of-the-ancient-mariner-text-of-1834,4,The very deep did rot: O Christ!,Christ!,,,,,,,True,NOUN
samuel-taylor-coleridge-the-rime-of-the-ancient-mariner,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,https://www.poetryfoundation.org/poems/43997/the-rime-of-the-ancient-mariner-text-of-1834,5,That ever this should be!,be!,see!,be!,,,,,False,VERB
samuel-taylor-coleridge-the-rime-of-the-ancient-mariner,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,https://www.poetryfoundation.org/poems/43997/the-rime-of-the-ancient-mariner-text-of-1834,6,"Yea, slimy things did crawl with legs",legs,legs,eggs,greg's,,,,False,NOUN
samuel-taylor-coleridge-the-rime-of-the-ancient-mariner,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,https://www.poetryfoundation.org/poems/43997/the-rime-of-the-ancient-mariner-text-of-1834,7,Upon the slimy sea.,sea.,ski.,bee.,lee.,knee.,sea.,plea.,False,NOUN
shel-silverstein-falling-up,Shel Silverstein,Falling Up,https://www.poetryfoundation.org/poets/shel-silverstein,0,I tripped on my shoelace,shoelace,someplace,shoelace,staircase,subspace,suitcase,birthplace,False,NOUN
shel-silverstein-falling-up,Shel Silverstein,Falling Up,https://www.poetryfoundation.org/poets/shel-silverstein,1,And I fell up—,up—,,,,,,,True,ADV
shel-silverstein-falling-up,Shel Silverstein,Falling Up,https://www.poetryfoundation.org/poets/shel-silverstein,2,"Up to the roof tops,","tops,","shops,","pops,","drops,","tops,","props,","cops,",False,NOUN
shel-silverstein-falling-up,Shel Silverstein,Falling Up,https://www.poetryfoundation.org/poets/shel-silverstein,3,"Up over town,","town,","brown,","town,","towne,","gown,","crown,",,False,NOUN
shel-silverstein-falling-up,Shel Silverstein,Falling Up,https://www.poetryfoundation.org/poets/shel-silverstein,4,"Up past the tree tops,","tops,","drops,","props,","cops,","crops,","shops,","tops,",False,NOUN
shel-silverstein-falling-up,Shel Silverstein,Falling Up,https://www.poetryfoundation.org/poets/shel-silverstein,5,"Up over the mountains,","mountains,",,,,,,,True,NOUN
shel-silverstein-falling-up,Shel Silverstein,Falling Up,https://www.poetryfoundation.org/poets/shel-silverstein,6,Up where the colors,colors,,,,,,,True,NOUN
shel-silverstein-falling-up,Shel Silverstein,Falling Up,https://www.poetryfoundation.org/poets/shel-silverstein,7,Blend into the sounds.,sounds.,sounds.,grounds.,bounds.,pounds.,rounds.,,False,NOUN
shel-silverstein-falling-up,Shel Silverstein,Falling Up,https://www.poetryfoundation.org/poets/shel-silverstein,8,But it got me so dizzy,dizzy,busy,dizzy,,,,,False,ADJ
shel-silverstein-falling-up,Shel Silverstein,Falling Up,https://www.poetryfoundation.org/poets/shel-silverstein,9,"When I looked around,","around,",,,,,,,True,OTHER
shel-silverstein-falling-up,Shel Silverstein,Falling Up,https://www.poetryfoundation.org/poets/shel-silverstein,10,I got sick to my stomach,stomach,,,,,,,True,NOUN
shel-silverstein-falling-up,Shel Silverstein,Falling Up,https://www.poetryfoundation.org/poets/shel-silverstein,11,And I threw down.,down.,,,,,,,True,ADV
sylvia-plath-lady-lazarus,Sylvia Plath,Lady Lazarus,https://www.poetryfoundation.org/poems/49000/lady-lazarus,0,"A cake of soap,","soap,","scope,","rope,","hope,","pope,","soap,","cope,",False,NOUN
sylvia-plath-lady-lazarus,Sylvia Plath,Lady Lazarus,https://www.poetryfoundation.org/poems/49000/lady-lazarus,1,"A wedding ring,","ring,","bring,","spring,","king,","ring,","thing,","string,",False,NOUN
sylvia-plath-lady-lazarus,Sylvia Plath,Lady Lazarus,https://www.poetryfoundation.org/poems/49000/lady-lazarus,2,A gold filling.,filling.,milling.,drilling.,filling.,,,,False,NOUN
sylvia-plath-lady-lazarus,Sylvia Plath,Lady Lazarus,https://www.poetryfoundation.org/poems/49000/lady-lazarus,3,"Herr God, Herr Lucifer",Lucifer,,,,,,,True,NOUN
sylvia-plath-lady-lazarus,Sylvia Plath,Lady Lazarus,https://www.poetryfoundation.org/poems/49000/lady-lazarus,4,Beware,Beware,Compare,Declare,Despair,Unfair,Beware,,False,NOUN
sylvia-plath-lady-lazarus,Sylvia Plath,Lady Lazarus,https://www.poetryfoundation.org/poems/49000/lady-lazarus,5,Beware.,Beware.,Affair.,Repair.,Unfair.,Beware.,Prepare.,Despair.,False,NOUN
sylvia-plath-lady-lazarus,Sylvia Plath,Lady Lazarus,https://www.poetryfoundation.org/poems/49000/lady-lazarus,6,Out of the ash,ash,cash,lash,ash,clash,flash,crash,False,NOUN
sylvia-plath-lady-lazarus,Sylvia Plath,Lady Lazarus,https://www.poetryfoundation.org/poems/49000/lady-lazarus,7,I rise with my red hair,hair,pear,fare,hair,tear,mare,glare,False,NOUN
sylvia-plath-lady-lazarus,Sylvia Plath,Lady Lazarus,https://www.poetryfoundation.org/poems/49000/lady-lazarus,8,And I eat men like air.,air.,air.,heir.,wear.,dare.,glare.,flair.,False,NOUN
sylvia-plath-daddy,Sylvia Plath,Daddy,https://www.poetryfoundation.org/poems/48999/daddy-56d22aafa45b2,0,"Daddy, I have had to kill you.   ",you.,who.,you.,two.,through.,,,False,OTHER
sylvia-plath-daddy,Sylvia Plath,Daddy,https://www.poetryfoundation.org/poems/48999/daddy-56d22aafa45b2,1,You died before I had time——,time——,crime——,time——,prime——,lime——,climb——,i'm——,False,NOUN
sylvia-plath-daddy,Sylvia Plath,Daddy,https://www.poetryfoundation.org/poems/48999/daddy-56d22aafa45b2,2,"Marble-heavy, a bag full of God,   ","God,","Rod,","Cod,","Squad,","God,","Nod,","Odd,",False,NOUN
sylvia-plath-daddy,Sylvia Plath,Daddy,https://www.poetryfoundation.org/poems/48999/daddy-56d22aafa45b2,3,Ghastly statue with one gray toe   ,toe,owe,row,toe,grow,woe,pro,False,NOUN
sylvia-plath-daddy,Sylvia Plath,Daddy,https://www.poetryfoundation.org/poems/48999/daddy-56d22aafa45b2,4,Big as a Frisco seal,seal,feel,we'll,steel,wheel,seal,deal,False,NOUN
sylvia-plath-daddy,Sylvia Plath,Daddy,https://www.poetryfoundation.org/poems/48999/daddy-56d22aafa45b2,5,And a head in the freakish Atlantic   ,Atlantic,,,,,,,True,NOUN
sylvia-plath-daddy,Sylvia Plath,Daddy,https://www.poetryfoundation.org/poems/48999/daddy-56d22aafa45b2,6,Where it pours bean green over blue   ,blue,due,new,blue,true,few,,False,ADJ
sylvia-plath-daddy,Sylvia Plath,Daddy,https://www.poetryfoundation.org/poems/48999/daddy-56d22aafa45b2,7,In the waters off beautiful Nauset.   ,Nauset.,,,,,,,True,NOUN
sylvia-plath-daddy,Sylvia Plath,Daddy,https://www.poetryfoundation.org/poems/48999/daddy-56d22aafa45b2,8,I used to pray to recover you.,you.,you.,through.,who.,two.,,,False,OTHER
sylvia-plath-daddy,Sylvia Plath,Daddy,https://www.poetryfoundation.org/poems/48999/daddy-56d22aafa45b2,9,"Ach, du.",du.,stew.,lieu.,lou.,rue.,du.,,False,NOUN
ts-eliot-the-hollow-men,T.S. Eliot,The Hollow Men,https://poets.org/poem/hollow-men,0,For Thine is ,is,says,is,,,,,False,VERB
ts-eliot-the-hollow-men,T.S. Eliot,The Hollow Men,https://poets.org/poem/hollow-men,1,Life is,is,says,is,,,,,False,VERB
ts-eliot-the-hollow-men,T.S. Eliot,The Hollow Men,https://poets.org/poem/hollow-men,2,For Thine is the,the,,,,,,,True,OTHER
ts-eliot-the-hollow-men,T.S. Eliot,The Hollow Men,https://poets.org/poem/hollow-men,3,This is the way the world ends ,ends,,,,,,,True,VERB
ts-eliot-the-hollow-men,T.S. Eliot,The Hollow Men,https://poets.org/poem/hollow-men,4,This is the way the world ends ,ends,,,,,,,True,VERB
ts-eliot-the-hollow-men,T.S. Eliot,The Hollow Men,https://poets.org/poem/hollow-men,5,This is the way the world ends ,ends,,,,,,,True,VERB
ts-eliot-the-hollow-men,T.S. Eliot,The Hollow Men,https://poets.org/poem/hollow-men,6,Not with a bang but a whimper.,whimper.,,,,,,,True,NOUN
ts-eliot-the-love-song-of-j-alfred-prufrock,T.S. Eliot,The Love Song of J. Alfred Prufrock,https://www.poetryfoundation.org/poetrymagazine/poems/44212/the-love-song-of-j-alfred-prufrock,0,I grow old ... I grow old ...,...,,,,,,,True,ADJ
ts-eliot-the-love-song-of-j-alfred-prufrock,T.S. Eliot,The Love Song of J. Alfred Prufrock,https://www.poetryfoundation.org/poetrymagazine/poems/44212/the-love-song-of-j-alfred-prufrock,1,I shall wear the bottoms of my trousers rolled.,rolled.,sold.,rolled.,,,,,False,VERB
ts-eliot-the-love-song-of-j-alfred-prufrock,T.S. Eliot,The Love Song of J. Alfred Prufrock,https://www.poetryfoundation.org/poetrymagazine/poems/44212/the-love-song-of-j-alfred-prufrock,2,Shall I part my hair behind?   Do I dare to eat a peach?,peach?,teach?,speech?,peach?,beech?,reach?,preach?,False,NOUN
ts-eliot-the-love-song-of-j-alfred-prufrock,T.S. Eliot,The Love Song of J. Alfred Prufrock,https://www.poetryfoundation.org/poetrymagazine/poems/44212/the-love-song-of-j-alfred-prufrock,3,"I shall wear white flannel trousers, and walk upon the beach.",beach.,breach.,teach.,speech.,reach.,beach.,preach.,False,NOUN
ts-eliot-the-love-song-of-j-alfred-prufrock,T.S. Eliot,The Love Song of J. Alfred Prufrock,https://www.poetryfoundation.org/poetrymagazine/poems/44212/the-love-song-of-j-alfred-prufrock,4,"I have heard the mermaids singing, each to each.",each.,,,,,,,True,OTHER
ts-eliot-the-love-song-of-j-alfred-prufrock,T.S. Eliot,The Love Song of J. Alfred Prufrock,https://www.poetryfoundation.org/poetrymagazine/poems/44212/the-love-song-of-j-alfred-prufrock,5,I do not think that they will sing to me.,me.,me.,three.,she.,,,,False,OTHER
ts-eliot-the-love-song-of-j-alfred-prufrock,T.S. Eliot,The Love Song of J. Alfred Prufrock,https://www.poetryfoundation.org/poetrymagazine/poems/44212/the-love-song-of-j-alfred-prufrock,6,I have seen them riding seaward on the waves,waves,caves,saves,waves,slaves,graves,,False,NOUN
ts-eliot-the-love-song-of-j-alfred-prufrock,T.S. Eliot,The Love Song of J. Alfred Prufrock,https://www.poetryfoundation.org/poetrymagazine/poems/44212/the-love-song-of-j-alfred-prufrock,7,Combing the white hair of the waves blown back,back,,,,,,,True,ADV
ts-eliot-the-love-song-of-j-alfred-prufrock,T.S. Eliot,The Love Song of J. Alfred Prufrock,https://www.poetryfoundation.org/poetrymagazine/poems/44212/the-love-song-of-j-alfred-prufrock,8,When the wind blows the water white and black.,black.,,,,,,,True,ADJ
ts-eliot-the-love-song-of-j-alfred-prufrock,T.S. Eliot,The Love Song of J. Alfred Prufrock,https://www.poetryfoundation.org/poetrymagazine/poems/44212/the-love-song-of-j-alfred-prufrock,9,We have lingered in the chambers of the sea,sea,mee,tree,sea,cod,lee,ski,False,NOUN
ts-eliot-the-love-song-of-j-alfred-prufrock,T.S. Eliot,The Love Song of J. Alfred Prufrock,https://www.poetryfoundation.org/poetrymagazine/poems/44212/the-love-song-of-j-alfred-prufrock,10,By sea-girls wreathed with seaweed red and brown,brown,,,,,,,True,ADJ
ts-eliot-the-love-song-of-j-alfred-prufrock,T.S. Eliot,The Love Song of J. Alfred Prufrock,https://www.poetryfoundation.org/poetrymagazine/poems/44212/the-love-song-of-j-alfred-prufrock,11,"Till human voices wake us, and we drown.",drown.,,,,,,,True,VERB
ts-eliot-the-waste-land,T.S. Eliot,The Waste Land,https://www.poetryfoundation.org/poems/47311/the-waste-land,0,"April is the cruellest month, breeding",breeding,reading,breeding,bleeding,,,,False,NOUN
ts-eliot-the-waste-land,T.S. Eliot,The Waste Land,https://www.poetryfoundation.org/poems/47311/the-waste-land,1,"Lilacs out of the dead land, mixing",mixing,,,,,,,True,NOUN
ts-eliot-the-waste-land,T.S. Eliot,The Waste Land,https://www.poetryfoundation.org/poems/47311/the-waste-land,2,"Memory and desire, stirring",stirring,,,,,,,True,NOUN
ts-eliot-the-waste-land,T.S. Eliot,The Waste Land,https://www.poetryfoundation.org/poems/47311/the-waste-land,3,Dull roots with spring rain.,rain.,drain.,stain.,sane.,cane.,vein.,rain.,False,NOUN
ts-eliot-the-waste-land,T.S. Eliot,The Waste Land,https://www.poetryfoundation.org/poems/47311/the-waste-land,4,"Winter kept us warm, covering",covering,,,,,,,True,NOUN
ts-eliot-the-waste-land,T.S. Eliot,The Waste Land,https://www.poetryfoundation.org/poems/47311/the-waste-land,5,"Earth in forgetful snow, feeding",feeding,pleading,leading,feeding,needing,,,False,VERB
ts-eliot-the-waste-land,T.S. Eliot,The Waste Land,https://www.poetryfoundation.org/poems/47311/the-waste-land,6,A little life with dried tubers.,tubers.,,,,,,,True,NOUN
toni-morrison-beloved,Toni Morrison,Beloved,,0,"“Your love is too thick,” he said, thinking,","thinking,","drinking,","thinking,","sinking,",,,,False,NOUN
toni-morrison-beloved,Toni Morrison,Beloved,,1,    That bitch is looking at me; she is right over my head looking down through the floor at me.,me.,three.,me.,,,,,False,OTHER
toni-morrison-beloved,Toni Morrison,Beloved,,2,"    “Too thick?”she said, thinking of the Clearing where Baby Suggs’ commands knocked the pods off horse chestnuts.",chestnuts.,,,,,,,True,NOUN
toni-morrison-beloved,Toni Morrison,Beloved,,3,    “Love is or it ain’t. Thin love ain’t love at all.”,all.”,,,,,,,True,OTHER
toni-morrison-beloved,Toni Morrison,Beloved,,4,"    “Yeah. It didn’t work, did it? Did it work?” he asked.",asked.,,,,,,,True,VERB
toni-morrison-beloved,Toni Morrison,Beloved,,5,"“It worked,” she said.",said.,said.,shed.,fled.,ted.,led.,fred.,False,VERB
